Company Name,Company Rating,Company Review,Sector,Salary,About Company,Links
Best Value Chem,3.6,(137),Chemicals | Vadodara +5 other locations,736,Chemicals | Vadodara +5 other locations,https://www.ambitionbox.com/overview/Best Value Chem-overview
MELCO,3.8,(139),Industrial Machinery | Faridabad +28 other locations,491,Industrial Machinery | Faridabad +28 other locations,https://www.ambitionbox.com/overview/MELCO-overview
Tcs And Associates,3.7,(133),Chennai +19 other locations,1.4k,Chennai +19 other locations,https://www.ambitionbox.com/overview/Tcs And Associates-overview
Nimbus BPO,3.5,(133),BPO | Ranchi +6 other locations,463,BPO | Ranchi +6 other locations,https://www.ambitionbox.com/overview/Nimbus BPO-overview
Welspun Specialty Solutions,3.8,(135),Iron & Steel | Bharuch +9 other locations,503,Iron & Steel | Bharuch +9 other locations,https://www.ambitionbox.com/overview/Welspun Specialty Solutions-overview
CAPLIN STERILES,2.9,(133),Chennai +5 other locations,919,Chennai +5 other locations,https://www.ambitionbox.com/overview/CAPLIN STERILES-overview
Greaves Electric Mobility,3.2,(133),Automobile | Bangalore / Bengaluru +21 other locations,581,Automobile | Bangalore / Bengaluru +21 other locations,https://www.ambitionbox.com/overview/Greaves Electric Mobility-overview
Cognizant Solutions Corp,3.9,(136),Hyderabad / Secunderabad +14 other locations,583,Hyderabad / Secunderabad +14 other locations,https://www.ambitionbox.com/overview/Cognizant Solutions Corp-overview
7Search PPC,4.8,(132),Marketing & Advertising | Lucknow +6 other locations,5,Marketing & Advertising | Lucknow +6 other locations,https://www.ambitionbox.com/overview/7Search PPC-overview
BASIX Academy for Building Lifelong Employability,3.7,(133),Education & Training | New Delhi +42 other locations,233,Education & Training | New Delhi +42 other locations,https://www.ambitionbox.com/overview/BASIX Academy for Building Lifelong Employability-overview
Simpl,2.8,(134),Internet | Bangalore / Bengaluru +2 other locations,814,Internet | Bangalore / Bengaluru +2 other locations,https://www.ambitionbox.com/overview/Simpl-overview
Virtuoso,3.7,(134),Industrial Automation | Pune +4 other locations,727,Industrial Automation | Pune +4 other locations,https://www.ambitionbox.com/overview/Virtuoso-overview
J&F,3.6,(133),Engineering & Construction | Chennai +5 other locations,380,Engineering & Construction | Chennai +5 other locations,https://www.ambitionbox.com/overview/J&F-overview
Mobase,3.7,(135),Auto Components | Noida +10 other locations,688,Auto Components | Noida +10 other locations,https://www.ambitionbox.com/overview/Mobase-overview
AccSource KPO,4.0,(133),Accounting & Auditing | Chennai +3 other locations,242,Accounting & Auditing | Chennai +3 other locations,https://www.ambitionbox.com/overview/AccSource KPO-overview
Verity Knowledge Solutions,3.0,(136),Investment Banking / Venture Capital / Private Equity | Hyderabad / Secunderabad +5 other locations,1k,Investment Banking / Venture Capital / Private Equity | Hyderabad / Secunderabad +5 other locations,https://www.ambitionbox.com/overview/Verity Knowledge Solutions-overview
CriticalRiver,3.4,(132),IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,973,IT Services & Consulting | Hyderabad / Secunderabad +5 other locations,https://www.ambitionbox.com/overview/CriticalRiver-overview
Evertogen Life Sciences,3.4,(134),Pharma | Hyderabad / Secunderabad +6 other locations,438,Pharma | Hyderabad / Secunderabad +6 other locations,https://www.ambitionbox.com/overview/Evertogen Life Sciences-overview
Milestone Gears,3.8,(133),Auto Components | Baddi +6 other locations,520,Auto Components | Baddi +6 other locations,https://www.ambitionbox.com/overview/Milestone Gears-overview
MELCO,3.8,(139),Industrial Machinery | Faridabad +28 other locations,491,Industrial Machinery | Faridabad +28 other locations,https://www.ambitionbox.com/overview/MELCO-overview
Lotus Footwear Enterprises,4.0,(134),Fashion & Textile | Chennai +10 other locations,543,Fashion & Textile | Chennai +10 other locations,https://www.ambitionbox.com/overview/Lotus Footwear Enterprises-overview
Metal Power Analytical,3.4,(136),Electronics Manufacturing | Mumbai +16 other locations,630,Electronics Manufacturing | Mumbai +16 other locations,https://www.ambitionbox.com/overview/Metal Power Analytical-overview
Peekay Steel Castings,4.0,(135),Iron & Steel | Coimbatore +8 other locations,586,Iron & Steel | Coimbatore +8 other locations,https://www.ambitionbox.com/overview/Peekay Steel Castings-overview
Integrated Enterprises,4.0,(135),Financial Services | Chennai +28 other locations,548,Financial Services | Chennai +28 other locations,https://www.ambitionbox.com/overview/Integrated Enterprises-overview
Naari Pharma,3.1,(137),Pharma | Rudrapur +12 other locations,666,Pharma | Rudrapur +12 other locations,https://www.ambitionbox.com/overview/Naari Pharma-overview
Ravindra Bharathi Schools,3.2,(135),Education & Training | Hyderabad / Secunderabad +26 other locations,367,Education & Training | Hyderabad / Secunderabad +26 other locations,https://www.ambitionbox.com/overview/Ravindra Bharathi Schools-overview
Toll Group,4.2,(135),Logistics | Pune +18 other locations,871,Logistics | Pune +18 other locations,https://www.ambitionbox.com/overview/Toll Group-overview
Sankara Nethralaya,3.9,(134),Non-Profit | Chennai +6 other locations,396,Non-Profit | Chennai +6 other locations,https://www.ambitionbox.com/overview/Sankara Nethralaya-overview
Vrinsoft Technology,4.7,(135),IT Services & Consulting | Ahmedabad +2 other locations,206,IT Services & Consulting | Ahmedabad +2 other locations,https://www.ambitionbox.com/overview/Vrinsoft Technology-overview
NPCC Engineering,3.8,(133),Oil & Gas | Mumbai +11 other locations,613,Oil & Gas | Mumbai +11 other locations,https://www.ambitionbox.com/overview/NPCC Engineering-overview
Lokmat Media,3.8,(134),Printing & Publishing | Mumbai +22 other locations,822,Printing & Publishing | Mumbai +22 other locations,https://www.ambitionbox.com/overview/Lokmat Media-overview
Nirmal Industrial Controls,3.8,(133),Industrial Automation | Mumbai +19 other locations,692,Industrial Automation | Mumbai +19 other locations,https://www.ambitionbox.com/overview/Nirmal Industrial Controls-overview
Modelama Exports,4.1,(137),Fashion & Textile | Gurgaon / Gurugram +5 other locations,552,Fashion & Textile | Gurgaon / Gurugram +5 other locations,https://www.ambitionbox.com/overview/Modelama Exports-overview
Brigosha Technologies,2.5,(134),IT Services & Consulting | Bangalore / Bengaluru +3 other locations,897,IT Services & Consulting | Bangalore / Bengaluru +3 other locations,https://www.ambitionbox.com/overview/Brigosha Technologies-overview
BAIF Development Research Foundation,3.6,(133),Non-Profit | Pune +41 other locations,359,Non-Profit | Pune +41 other locations,https://www.ambitionbox.com/overview/BAIF Development Research Foundation-overview
Modi Naturals,3.9,(135),Agro Chemicals | New Delhi +27 other locations,513,Agro Chemicals | New Delhi +27 other locations,https://www.ambitionbox.com/overview/Modi Naturals-overview
NewAge Software & Solutions,3.5,(136),IT Services & Consulting | Chennai +8 other locations,1.1k,IT Services & Consulting | Chennai +8 other locations,https://www.ambitionbox.com/overview/NewAge Software & Solutions-overview
Full Creative,3.1,(136),Chennai +5 other locations,889,Chennai +5 other locations,https://www.ambitionbox.com/overview/Full Creative-overview
Baskin Robbins,3.9,(134),Food Processing | Mumbai +40 other locations,427,Food Processing | Mumbai +40 other locations,https://www.ambitionbox.com/overview/Baskin Robbins-overview
Welspun Specialty Solutions,3.8,(135),Iron & Steel | Bharuch +9 other locations,503,Iron & Steel | Bharuch +9 other locations,https://www.ambitionbox.com/overview/Welspun Specialty Solutions-overview
CAPLIN STERILES,2.9,(133),Chennai +5 other locations,919,Chennai +5 other locations,https://www.ambitionbox.com/overview/CAPLIN STERILES-overview
7Search PPC,4.8,(132),Marketing & Advertising | Lucknow +6 other locations,5,Marketing & Advertising | Lucknow +6 other locations,https://www.ambitionbox.com/overview/7Search PPC-overview
Cognizant Solutions Corp,3.9,(136),Hyderabad / Secunderabad +14 other locations,583,Hyderabad / Secunderabad +14 other locations,https://www.ambitionbox.com/overview/Cognizant Solutions Corp-overview
Greaves Electric Mobility,3.2,(133),Automobile | Bangalore / Bengaluru +21 other locations,581,Automobile | Bangalore / Bengaluru +21 other locations,https://www.ambitionbox.com/overview/Greaves Electric Mobility-overview
Beyondriffs,4.7,(133),Education & Training | Ghaziabad,8,Education & Training | Ghaziabad,https://www.ambitionbox.com/overview/Beyondriffs-overview
Gujarat Energy Transmission Corporation,4.1,(132),Government | Vadodara +37 other locations,353,Government | Vadodara +37 other locations,https://www.ambitionbox.com/overview/Gujarat Energy Transmission Corporation-overview
P.N. International,4.0,(134),Import & Export | Lucknow +6 other locations,672,Import & Export | Lucknow +6 other locations,https://www.ambitionbox.com/overview/P.N. International-overview
Velammal Educational Trust,3.5,(132),Education & Training | Chennai +9 other locations,611,Education & Training | Chennai +9 other locations,https://www.ambitionbox.com/overview/Velammal Educational Trust-overview
Conde Nast India,3.1,(136),Printing & Publishing | Bangalore / Bengaluru +4 other locations,1.3k,Printing & Publishing | Bangalore / Bengaluru +4 other locations,https://www.ambitionbox.com/overview/Conde Nast India-overview
Som Projects (S.P.L),3.7,(134),Engineering & Construction | New Delhi +23 other locations,572,Engineering & Construction | New Delhi +23 other locations,https://www.ambitionbox.com/overview/Som Projects (S.P.L)-overview
Linux Laboratories,3.3,(135),Pharma | Chennai +29 other locations,419,Pharma | Chennai +29 other locations,https://www.ambitionbox.com/overview/Linux Laboratories-overview
West Coast Pharmaceuticals,3.1,(132),Pharma | Ahmedabad +11 other locations,614,Pharma | Ahmedabad +11 other locations,https://www.ambitionbox.com/overview/West Coast Pharmaceuticals-overview
SBL Knowledge Services,3.1,(136),IT Services & Consulting | Madurai +14 other locations,825,IT Services & Consulting | Madurai +14 other locations,https://www.ambitionbox.com/overview/SBL Knowledge Services-overview
GoMechanic,3.7,(133),Internet | Gurgaon / Gurugram +21 other locations,2k,Internet | Gurgaon / Gurugram +21 other locations,https://www.ambitionbox.com/overview/GoMechanic-overview
FabAlley,4.0,(133),Retail | Noida +14 other locations,249,Retail | Noida +14 other locations,https://www.ambitionbox.com/overview/FabAlley-overview
Market Research Future Reports,3.9,(132),Analytics & KPO | Pune +2 other locations,397,Analytics & KPO | Pune +2 other locations,https://www.ambitionbox.com/overview/Market Research Future Reports-overview
ROI NET Solution,4.3,(133),FinTech | Gurgaon / Gurugram +35 other locations,376,FinTech | Gurgaon / Gurugram +35 other locations,https://www.ambitionbox.com/overview/ROI NET Solution-overview
Solitaire World,3.8,(132),Real Estate | Pune +3 other locations,284,Real Estate | Pune +3 other locations,https://www.ambitionbox.com/overview/Solitaire World-overview
P.N. International,4.0,(134),Import & Export | Lucknow +6 other locations,672,Import & Export | Lucknow +6 other locations,https://www.ambitionbox.com/overview/P.N. International-overview
Arcon TechSolutions,3.5,(132),IT Services & Consulting | Mumbai +11 other locations,856,IT Services & Consulting | Mumbai +11 other locations,https://www.ambitionbox.com/overview/Arcon TechSolutions-overview
Real Estate Group,4.1,(133),Real Estate | Mumbai +43 other locations,2.2k,Real Estate | Mumbai +43 other locations,https://www.ambitionbox.com/overview/Real Estate Group-overview
DHL IT Services,3.9,(133),Chennai +7 other locations,1.2k,Chennai +7 other locations,https://www.ambitionbox.com/overview/DHL IT Services-overview
Apollomedics Super Speciality Hospitals,4.2,(133),Healthcare | Lucknow +5 other locations,592,Healthcare | Lucknow +5 other locations,https://www.ambitionbox.com/overview/Apollomedics Super Speciality Hospitals-overview
Leena AI,3.1,(132),Software Product | Gurgaon / Gurugram +5 other locations,564,Software Product | Gurgaon / Gurugram +5 other locations,https://www.ambitionbox.com/overview/Leena AI-overview
SightSpectrum Technology Solutions,3.3,(132),IT Services & Consulting | Chennai +3 other locations,833,IT Services & Consulting | Chennai +3 other locations,https://www.ambitionbox.com/overview/SightSpectrum Technology Solutions-overview
Innovel Energy Services,3.5,(133),Power | Kolkata +13 other locations,348,Power | Kolkata +13 other locations,https://www.ambitionbox.com/overview/Innovel Energy Services-overview
Innover Digital,3.9,(134),IT Services & Consulting | Kolkata +7 other locations,568,IT Services & Consulting | Kolkata +7 other locations,https://www.ambitionbox.com/overview/Innover Digital-overview
RineX,3.1,(133),Bangalore / Bengaluru +15 other locations,153,Bangalore / Bengaluru +15 other locations,https://www.ambitionbox.com/overview/RineX-overview
Country Holidays Travel India,3.9,(132),Travel & Tourism | Noida +6 other locations,45,Travel & Tourism | Noida +6 other locations,https://www.ambitionbox.com/overview/Country Holidays Travel India-overview
GoMechanic,3.7,(133),Internet | Gurgaon / Gurugram +21 other locations,2k,Internet | Gurgaon / Gurugram +21 other locations,https://www.ambitionbox.com/overview/GoMechanic-overview
Market Research Future Reports,3.9,(132),Analytics & KPO | Pune +2 other locations,397,Analytics & KPO | Pune +2 other locations,https://www.ambitionbox.com/overview/Market Research Future Reports-overview
FabAlley,4.0,(133),Retail | Noida +14 other locations,249,Retail | Noida +14 other locations,https://www.ambitionbox.com/overview/FabAlley-overview
Linux Laboratories,3.3,(135),Pharma | Chennai +29 other locations,419,Pharma | Chennai +29 other locations,https://www.ambitionbox.com/overview/Linux Laboratories-overview
SBL Knowledge Services,3.1,(136),IT Services & Consulting | Madurai +14 other locations,825,IT Services & Consulting | Madurai +14 other locations,https://www.ambitionbox.com/overview/SBL Knowledge Services-overview
Marsh India Insurance Brokers,4.2,(134),Insurance | Mumbai +11 other locations,810,Insurance | Mumbai +11 other locations,https://www.ambitionbox.com/overview/Marsh India Insurance Brokers-overview
